n_over_m,sparsity,condition,seed,newfeat,grad_norm_init,fvu_new_end,fvu_old_start,fvu_old_end,forgetting,reach_traj,clean_traj
2,0.9,baseline,2,18,0.8113851547241211,0.00010286874021403491,0.027531664818525314,0.0360061451792717,0.008474480360746384,0:0;25:0;50:1;75:1;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:1;75:1;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1
2,0.9,baseline,2,19,0.7302126884460449,0.00014430502778850496,0.02825610153377056,0.03907347843050957,0.010817376896739006,0:0;25:0;50:0;75:1;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:1;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1
2,0.9,baseline,3,14,0.5984770059585571,9.316155774286017e-05,0.03291874751448631,0.039759181439876556,0.0068404339253902435,0:0;25:0;50:0;75:1;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:1;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1
2,0.9,baseline,3,15,0.22303669154644012,7.447582174791023e-05,0.029644111171364784,0.03835844621062279,0.008714335039258003,0:0;25:1;50:1;75:1;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:1;50:1;75:1;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1
2,0.9,baseline,3,16,2.975130796432495,0.00011206471390323713,0.030073022469878197,0.03759092837572098,0.007517905905842781,0:0;25:0;50:0;75:0;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:0;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1
2,0.9,baseline,3,17,0.08375602960586548,7.437645399477333e-05,0.032156407833099365,0.040071673691272736,0.00791526585817337,0:0;25:0;50:0;75:0;100:0;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:0;100:0;150:1;250:1;400:1;700:1;1100:1;1500:1
2,0.9,baseline,3,18,0.819462239742279,0.00010529439168749377,0.02843889221549034,0.045080557465553284,0.016641665250062943,0:0;25:0;50:0;75:1;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:1;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1
2,0.9,baseline,3,19,0.6132668852806091,7.623425335623324e-05,0.03484668210148811,0.040908850729465485,0.006062168627977371,0:0;25:0;50:0;75:1;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:1;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1
2,0.9,baseline,4,14,0.6567938923835754,0.0002999717544298619,0.03196181729435921,0.037828054279088974,0.005866236984729767,0:0;25:0;50:0;75:0;100:0;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:0;100:0;150:1;250:1;400:1;700:1;1100:1;1500:1
2,0.9,baseline,4,15,3.183154821395874,0.0005759568884968758,0.03572893142700195,0.046626441180706024,0.010897509753704071,0:0;25:0;50:0;75:1;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:1;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1
2,0.9,baseline,4,16,9.348191261291504,0.0031258289236575365,0.03137591853737831,0.05234919488430023,0.02097327634692192,0:0;25:0;50:0;75:0;100:0;150:0;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:0;100:0;150:0;250:1;400:1;700:1;1100:1;1500:1
2,0.9,baseline,4,17,1.2207386493682861,0.0005712324636988342,0.03438062220811844,0.04780814051628113,0.01342751830816269,0:0;25:0;50:0;75:1;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:1;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1
2,0.9,baseline,4,18,4.631500244140625,0.002406264189630747,0.028177088126540184,0.03864242136478424,0.010465333238244057,0:0;25:0;50:0;75:0;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:0;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1
2,0.9,baseline,4,19,1.4848326444625854,0.0001604773133294657,0.034728989005088806,0.04001936689019203,0.005290377885103226,0:0;25:0;50:0;75:0;100:0;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:0;100:0;150:1;250:1;400:1;700:1;1100:1;1500:1
2,0.9,input_at,0,14,0.12059031426906586,0.0002180075243813917,0.04028354585170746,0.04618445411324501,0.005900908261537552,0:0;25:0;50:1;75:1;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:1;75:1;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1
2,0.9,input_at,0,15,0.6009325385093689,0.00020676791609730572,0.03886471688747406,0.04706112667918205,0.008196409791707993,0:0;25:0;50:0;75:0;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:0;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1
2,0.9,input_at,0,16,0.2410627007484436,0.00028281923732720315,0.03991401195526123,0.05013449862599373,0.010220486670732498,0:0;25:0;50:0;75:0;100:0;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:0;100:0;150:1;250:1;400:1;700:1;1100:1;1500:1
2,0.9,input_at,0,17,20.148250579833984,0.0015322633553296328,0.04079476371407509,0.06781961023807526,0.027024846524000168,0:0;25:0;50:0;75:0;100:0;150:0;250:0;400:0;700:1;1100:1;1500:1,0:0;25:0;50:0;75:0;100:0;150:0;250:0;400:0;700:0;1100:1;1500:1
2,0.9,input_at,0,18,6.154784202575684,0.0003418870619498193,0.04158255457878113,0.05211510881781578,0.010532554239034653,0:0;25:0;50:0;75:0;100:0;150:0;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:0;100:0;150:0;250:1;400:1;700:1;1100:1;1500:1
2,0.9,input_at,0,19,0.5343705415725708,0.00017175998073071241,0.03838985413312912,0.0472765751183033,0.008886720985174179,0:0;25:0;50:0;75:0;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:0;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1
